run_id	sequence_accession	score	percent_identity	n_reads	viral_name
SRR8489627	NC_006273.2	60	98	275	Human cytomegalovirus
SRR8289015	NC_006273.2	100	99	9368	Human cytomegalovirus
SRR8404229	NC_006273.2	79	99	868	Human cytomegalovirus
SRR8369429	NC_006273.2	59	97	170	Human cytomegalovirus
SRR8404230	NC_006273.2	78	99	742	Human cytomegalovirus
SRR8404231	NC_006273.2	79	99	731	Human cytomegalovirus
SRR8404232	NC_006273.2	94	99	2150	Human cytomegalovirus
SRR8369445	NC_006273.2	100	98	1487	Human cytomegalovirus
SRR8369457	NC_006273.2	100	98	11145	Human cytomegalovirus
SRR8145827	NC_006273.2	100	98	17507	Human cytomegalovirus
SRR8145830	NC_006273.2	90	98	258	Human cytomegalovirus
SRR8369469	NC_006273.2	61	97	169	Human cytomegalovirus
SRR8369485	NC_006273.2	51	98	153	Human cytomegalovirus
SRR8427566	NC_006273.2	61	98	200	Human cytomegalovirus
SRR8369525	NC_006273.2	71	98	216	Human cytomegalovirus
SRR8526723	NC_006273.2	67	96	188	Human cytomegalovirus
SRR8176938	NC_006273.2	76	97	262	Human cytomegalovirus
SRR8369532	NC_006273.2	100	98	5043	Human cytomegalovirus
SRR8369537	NC_006273.2	100	98	13408	Human cytomegalovirus
SRR8353658	NC_006273.2	64	98	191	Human cytomegalovirus
SRR8369550	NC_006273.2	100	98	1290	Human cytomegalovirus
SRR8428012	NC_006273.2	100	98	2873	Human cytomegalovirus
SRR8580985	NC_006273.2	100	98	151857	Human cytomegalovirus
SRR8663602	NC_006273.2	73	96	290	Human cytomegalovirus
SRR8663603	NC_006273.2	60	96	233	Human cytomegalovirus
SRR8663604	NC_006273.2	100	97	414	Human cytomegalovirus
SRR8663605	NC_006273.2	100	97	725	Human cytomegalovirus
SRR8369571	NC_006273.2	100	98	5040	Human cytomegalovirus
SRR8663607	NC_006273.2	100	96	814	Human cytomegalovirus
SRR8310190	NC_006273.2	100	98	3844	Human cytomegalovirus
SRR8310191	NC_006273.2	100	98	6632	Human cytomegalovirus
SRR8310192	NC_006273.2	100	98	2650	Human cytomegalovirus
SRR8289250	NC_006273.2	99	99	1179	Human cytomegalovirus
SRR8289252	NC_006273.2	100	99	495	Human cytomegalovirus
SRR8289254	NC_006273.2	100	99	1801	Human cytomegalovirus
SRR8289255	NC_006273.2	100	99	1405	Human cytomegalovirus
SRR8369582	NC_006273.2	100	98	1357	Human cytomegalovirus
SRR8369583	NC_006273.2	76	97	222	Human cytomegalovirus
SRR8663610	NC_006273.2	90	97	271	Human cytomegalovirus
SRR8663611	NC_006273.2	100	97	573	Human cytomegalovirus
SRR8663612	NC_006273.2	100	97	582	Human cytomegalovirus
SRR8663613	NC_006273.2	100	97	615	Human cytomegalovirus
SRR8663614	NC_006273.2	100	97	384	Human cytomegalovirus
SRR8663615	NC_006273.2	100	97	1579	Human cytomegalovirus
SRR8289313	NC_006273.2	100	99	455	Human cytomegalovirus
SRR8289324	NC_006273.2	56	99	170	Human cytomegalovirus
SRR8581064	NC_006273.2	77	98	1697	Human cytomegalovirus
SRR8369614	NC_006273.2	55	98	166	Human cytomegalovirus
SRR8581065	NC_006273.2	100	98	1250015	Human cytomegalovirus
SRR8663616	NC_006273.2	100	97	4065	Human cytomegalovirus
SRR8289360	NC_006273.2	97	99	394	Human cytomegalovirus
SRR8581069	NC_006273.2	100	98	803	Human cytomegalovirus
SRR8663617	NC_006273.2	100	97	3406	Human cytomegalovirus
SRR8729122	NC_006273.2	67	99	252	Human cytomegalovirus
SRR8729123	NC_006273.2	73	98	295	Human cytomegalovirus
SRR8729124	NC_006273.2	89	98	462	Human cytomegalovirus
SRR8729125	NC_006273.2	85	98	681	Human cytomegalovirus
SRR8369633	NC_006273.2	55	98	164	Human cytomegalovirus
SRR8663618	NC_006273.2	100	97	1756	Human cytomegalovirus
SRR8663619	NC_006273.2	100	97	874	Human cytomegalovirus
SRR8674928	NC_006273.2	50	92	130	Human cytomegalovirus
SRR8989363	NC_006273.2	85	98	946	Human cytomegalovirus
SRR8369651	NC_006273.2	100	98	1114	Human cytomegalovirus
SRR8369652	NC_006273.2	100	98	907	Human cytomegalovirus
SRR8369662	NC_006273.2	53	98	163	Human cytomegalovirus
SRR8812162	NC_006273.2	99	97	703	Human cytomegalovirus
SRR7688672	NC_006273.2	100	98	644	Human cytomegalovirus
SRR8663638	NC_006273.2	100	98	739	Human cytomegalovirus
SRR7688673	NC_006273.2	100	98	673	Human cytomegalovirus
SRR8663649	NC_006273.2	100	98	16664	Human cytomegalovirus
SRR8581115	NC_006273.2	100	98	1006	Human cytomegalovirus
SRR7688674	NC_006273.2	100	98	761	Human cytomegalovirus
SRR7688677	NC_006273.2	71	97	208	Human cytomegalovirus
SRR7688679	NC_006273.2	100	98	721	Human cytomegalovirus
SRR8353705	NC_006273.2	70	98	257	Human cytomegalovirus
SRR8369701	NC_006273.2	100	98	75895	Human cytomegalovirus
SRR9167364	NC_006273.2	100	96	333803	Human cytomegalovirus
SRR9167366	NC_006273.2	100	97	264266	Human cytomegalovirus
SRR9167368	NC_006273.2	100	97	458576	Human cytomegalovirus
SRR9167370	NC_006273.2	100	97	308376	Human cytomegalovirus
SRR9167374	NC_006273.2	100	97	8325	Human cytomegalovirus
SRR9167376	NC_006273.2	98	97	3205	Human cytomegalovirus
SRR9167378	NC_006273.2	81	98	1115	Human cytomegalovirus
SRR9167379	NC_006273.2	96	98	3508	Human cytomegalovirus
SRR9167381	NC_006273.2	78	98	1118	Human cytomegalovirus
SRR9167383	NC_006273.2	76	98	748	Human cytomegalovirus
SRR9167385	NC_006273.2	90	98	1316	Human cytomegalovirus
SRR9167387	NC_006273.2	65	98	1174	Human cytomegalovirus
SRR9167389	NC_006273.2	80	97	1445	Human cytomegalovirus
SRR9167391	NC_006273.2	97	98	3480	Human cytomegalovirus
SRR9167393	NC_006273.2	86	98	1293	Human cytomegalovirus
SRR9167395	NC_006273.2	82	98	1086	Human cytomegalovirus
SRR9167397	NC_006273.2	82	98	1756	Human cytomegalovirus
SRR9167399	NC_006273.2	97	98	2109	Human cytomegalovirus
SRR9167401	NC_006273.2	100	98	3528	Human cytomegalovirus
SRR9167405	NC_006273.2	67	99	5945	Human cytomegalovirus
SRR9167410	NC_006273.2	100	95	3012	Human cytomegalovirus
SRR9167411	NC_006273.2	100	94	2231	Human cytomegalovirus
SRR9167412	NC_006273.2	100	95	2642	Human cytomegalovirus
SRR9167413	NC_006273.2	100	94	2495	Human cytomegalovirus
SRR9167414	NC_006273.2	100	96	2933	Human cytomegalovirus
SRR9167415	NC_006273.2	100	95	2697	Human cytomegalovirus
SRR8787050	NC_006273.2	51	98	252	Human cytomegalovirus
SRR8787082	NC_006273.2	88	97	2093	Human cytomegalovirus
SRR8427698	NC_006273.2	100	98	4226	Human cytomegalovirus
SRR9167430	NC_006273.2	79	95	1226	Human cytomegalovirus
SRR9167431	NC_006273.2	81	93	928	Human cytomegalovirus
SRR9167432	NC_006273.2	83	95	1125	Human cytomegalovirus
SRR9167433	NC_006273.2	77	94	997	Human cytomegalovirus
SRR9167416	NC_006273.2	100	96	2652	Human cytomegalovirus
SRR9167417	NC_006273.2	100	94	2311	Human cytomegalovirus
SRR9167422	NC_006273.2	100	96	2123	Human cytomegalovirus
SRR9167423	NC_006273.2	100	95	1906	Human cytomegalovirus
SRR9167424	NC_006273.2	100	95	1813	Human cytomegalovirus
SRR9167425	NC_006273.2	100	94	1467	Human cytomegalovirus
SRR8428120	NC_006273.2	58	98	256	Human cytomegalovirus
SRR9141591	NC_006273.2	87	98	591	Human cytomegalovirus
SRR8428124	NC_006273.2	100	98	510	Human cytomegalovirus
SRR9180282	NC_006273.2	100	98	2971	Human cytomegalovirus
SRR9180283	NC_006273.2	100	99	993221	Human cytomegalovirus
SRR9180284	NC_006273.2	100	99	2548004	Human cytomegalovirus
SRR9180285	NC_006273.2	100	99	10510471	Human cytomegalovirus
SRR9180286	NC_006273.2	100	98	2020	Human cytomegalovirus
SRR9180287	NC_006273.2	100	99	735338	Human cytomegalovirus
SRR9180288	NC_006273.2	100	99	1207347	Human cytomegalovirus
SRR9180289	NC_006273.2	100	99	4583488	Human cytomegalovirus
SRR8928966	NC_006273.2	89	99	892	Human cytomegalovirus
SRR9180290	NC_006273.2	100	98	2893	Human cytomegalovirus
SRR9180291	NC_006273.2	100	99	1413683	Human cytomegalovirus
SRR9180292	NC_006273.2	100	99	2577447	Human cytomegalovirus
SRR9180293	NC_006273.2	100	99	8740083	Human cytomegalovirus
SRR9005936	NC_006273.2	100	95	4441	Human cytomegalovirus
SRR9005937	NC_006273.2	100	95	4140	Human cytomegalovirus
SRR9180294	NC_006273.2	100	98	1646	Human cytomegalovirus
SRR9180295	NC_006273.2	100	98	358072	Human cytomegalovirus
SRR9180296	NC_006273.2	100	99	1184834	Human cytomegalovirus
SRR9180297	NC_006273.2	100	99	6670235	Human cytomegalovirus
SRR9180298	NC_006273.2	100	98	721	Human cytomegalovirus
SRR9005938	NC_006273.2	100	95	4622	Human cytomegalovirus
SRR9005939	NC_006273.2	100	96	8666	Human cytomegalovirus
SRR9005940	NC_006273.2	100	96	7496601	Human cytomegalovirus
SRR9005941	NC_006273.2	100	96	8360076	Human cytomegalovirus
SRR9005942	NC_006273.2	100	96	6293691	Human cytomegalovirus
SRR9180299	NC_006273.2	100	98	103548	Human cytomegalovirus
SRR9005943	NC_006273.2	100	96	6023439	Human cytomegalovirus
SRR9180300	NC_006273.2	100	99	269505	Human cytomegalovirus
SRR9180301	NC_006273.2	100	99	1963890	Human cytomegalovirus
SRR9180302	NC_006273.2	100	99	732	Human cytomegalovirus
SRR9180303	NC_006273.2	100	98	228132	Human cytomegalovirus
SRR9180304	NC_006273.2	100	99	733207	Human cytomegalovirus
SRR9180305	NC_006273.2	100	99	3021939	Human cytomegalovirus
SRR8834183	NC_006273.2	64	98	168	Human cytomegalovirus
SRR9689270	NC_006273.2	100	99	8691287	Human cytomegalovirus
SRR9080660	NC_006273.2	61	98	234	Human cytomegalovirus
SRR9689271	NC_006273.2	100	99	14603086	Human cytomegalovirus
SRR9689272	NC_006273.2	100	99	16848455	Human cytomegalovirus
SRR9689273	NC_006273.2	100	99	16994279	Human cytomegalovirus
SRR8528583	NC_006273.2	91	99	1216	Human cytomegalovirus
SRR9177201	NC_006273.2	100	98	1084	Human cytomegalovirus
SRR9642775	NC_006273.2	61	97	240	Human cytomegalovirus
SRR9330512	NC_006273.2	100	98	1595	Human cytomegalovirus
SRR8370160	NC_006273.2	56	100	428	Human cytomegalovirus
SRR9642824	NC_006273.2	100	98	1655	Human cytomegalovirus
SRR8675137	NC_006273.2	82	92	229	Human cytomegalovirus
SRR9188641	NC_006273.2	65	98	361	Human cytomegalovirus
SRR7688803	NC_006273.2	100	98	1614	Human cytomegalovirus
SRR7688804	NC_006273.2	100	98	1577	Human cytomegalovirus
SRR7688805	NC_006273.2	100	98	1649	Human cytomegalovirus
SRR7688806	NC_006273.2	100	98	1756	Human cytomegalovirus
SRR8427788	NC_006273.2	64	98	182	Human cytomegalovirus
SRR9330547	NC_006273.2	100	98	731	Human cytomegalovirus
SRR9698890	NC_006273.2	100	100	168103	Human cytomegalovirus
SRR9698891	NC_006273.2	100	100	182136	Human cytomegalovirus
SRR9698892	NC_006273.2	100	100	143004	Human cytomegalovirus
SRR9698893	NC_006273.2	100	100	181608	Human cytomegalovirus
SRR9698906	NC_006273.2	82	100	752	Human cytomegalovirus
SRR9985352	NC_006273.2	99	98	2866	Human cytomegalovirus
SRR9177544	NC_006273.2	100	98	6752	Human cytomegalovirus
SRR9865761	NC_006273.2	65	97	193	Human cytomegalovirus
SRR9967728	NC_006273.2	92	96	264	Human cytomegalovirus
SRR9967737	NC_006273.2	100	96	3401	Human cytomegalovirus
SRR8427836	NC_006273.2	100	99	4819	Human cytomegalovirus
SRR8427839	NC_006273.2	100	98	3241	Human cytomegalovirus
SRR9029608	NC_006273.2	92	100	24522	Human cytomegalovirus
SRR9330594	NC_006273.2	100	98	486	Human cytomegalovirus
SRR9029610	NC_006273.2	95	99	2669	Human cytomegalovirus
SRR9730257	NC_006273.2	85	98	987	Human cytomegalovirus
SRR9637799	NC_006273.2	100	98	949	Human cytomegalovirus
SRR9637802	NC_006273.2	75	98	279	Human cytomegalovirus
SRR9637803	NC_006273.2	100	98	1344	Human cytomegalovirus
SRR9637805	NC_006273.2	79	98	280	Human cytomegalovirus
SRR9637806	NC_006273.2	100	98	4385	Human cytomegalovirus
SRR9637815	NC_006273.2	100	98	8523	Human cytomegalovirus
SRR9835711	NC_006273.2	96	98	1261	Human cytomegalovirus
SRR975554	NC_006273.2	58	96	176	Human cytomegalovirus
SRR8427940	NC_006273.2	100	99	795	Human cytomegalovirus
SRR9674825	NC_006273.2	53	99	182	Human cytomegalovirus
SRR9623671	NC_006273.2	61	96	509	Human cytomegalovirus
SRR8903044	NC_006273.2	59	100	366	Human cytomegalovirus
SRR8354064	NC_006273.2	51	98	194	Human cytomegalovirus
SRR8354070	NC_006273.2	100	99	582	Human cytomegalovirus
SRR8354115	NC_006273.2	100	98	11622	Human cytomegalovirus
SRR8354188	NC_006273.2	100	99	821	Human cytomegalovirus
DRR189915	NC_001806.2	100	98	2765	Human herpesvirus 1
ERR1022503	NC_001806.2	100	98	4849	Human herpesvirus 1
DRR061195	NC_001806.2	100	98	556762	Human herpesvirus 1
DRR061196	NC_001806.2	100	98	57826	Human herpesvirus 1
ERR1332618	NC_001806.2	100	99	1204	Human herpesvirus 1
ERR1554768	NC_001806.2	100	98	26528	Human herpesvirus 1
ERR1554770	NC_001806.2	92	96	375	Human herpesvirus 1
ERR2182856	NC_001806.2	88	97	53524315	Human herpesvirus 1
ERR2182858	NC_001806.2	100	97	58136119	Human herpesvirus 1
ERR2182860	NC_001806.2	67	96	46453156	Human herpesvirus 1
ERR2182862	NC_001806.2	54	96	61777649	Human herpesvirus 1
ERR2182863	NC_001806.2	69	96	18491624	Human herpesvirus 1
ERR2182865	NC_001806.2	100	96	38996013	Human herpesvirus 1
ERR2182866	NC_001806.2	100	95	105145409	Human herpesvirus 1
ERR2182867	NC_001806.2	96	94	24890185	Human herpesvirus 1
ERR2182868	NC_001806.2	100	99	48253529	Human herpesvirus 1
ERR1706780	NC_001806.2	86	98	373	Human herpesvirus 1
ERR2182869	NC_001806.2	100	99	145358447	Human herpesvirus 1
ERR1706785	NC_001806.2	100	98	1385	Human herpesvirus 1
ERR2182870	NC_001806.2	100	99	11001436	Human herpesvirus 1
ERR2182871	NC_001806.2	100	99	92378710	Human herpesvirus 1
ERR2182873	NC_001806.2	100	98	902	Human herpesvirus 1
ERR1399348	NC_001806.2	100	98	736	Human herpesvirus 1
ERR1399350	NC_001806.2	81	98	344	Human herpesvirus 1
ERR1706790	NC_001806.2	100	98	1236	Human herpesvirus 1
ERR1399356	NC_001806.2	100	98	1289	Human herpesvirus 1
ERR1399360	NC_001806.2	100	98	3324	Human herpesvirus 1
ERR1706795	NC_001806.2	100	98	1302	Human herpesvirus 1
ERR1399361	NC_001806.2	100	98	1578	Human herpesvirus 1
ERR1399362	NC_001806.2	100	98	2109	Human herpesvirus 1
ERR1399363	NC_001806.2	100	97	780	Human herpesvirus 1
ERR1399364	NC_001806.2	76	97	397	Human herpesvirus 1
ERR2114773	NC_001806.2	100	94	813	Human herpesvirus 1
ERR1360080	NC_001806.2	100	98	736	Human herpesvirus 1
ERR1360082	NC_001806.2	81	98	344	Human herpesvirus 1
ERR1360088	NC_001806.2	100	98	1290	Human herpesvirus 1
ERR1360092	NC_001806.2	100	98	3324	Human herpesvirus 1
ERR1360093	NC_001806.2	100	98	1578	Human herpesvirus 1
ERR1360095	NC_001806.2	100	97	780	Human herpesvirus 1
ERR1360094	NC_001806.2	100	98	2109	Human herpesvirus 1
ERR1360096	NC_001806.2	76	97	397	Human herpesvirus 1
ERR1474579	NC_001806.2	75	99	279	Human herpesvirus 1
ERR2675613	NC_001806.2	100	99	18909036	Human herpesvirus 1
ERR2675614	NC_001806.2	100	99	12913563	Human herpesvirus 1
ERR2675615	NC_001806.2	100	99	29974001	Human herpesvirus 1
ERR2675616	NC_001806.2	100	99	3972298	Human herpesvirus 1
ERR2675621	NC_001806.2	100	98	1390	Human herpesvirus 1
ERR2675617	NC_001806.2	100	99	3190085	Human herpesvirus 1
ERR2675618	NC_001806.2	100	99	2857744	Human herpesvirus 1
ERR2675619	NC_001806.2	95	97	1333	Human herpesvirus 1
ERR2675620	NC_001806.2	100	98	3446	Human herpesvirus 1
ERR2675622	NC_001806.2	100	97	3362	Human herpesvirus 1
ERR2675623	NC_001806.2	100	97	5304	Human herpesvirus 1
ERR2675624	NC_001806.2	99	97	1116	Human herpesvirus 1
ERR2675625	NC_001806.2	100	99	27725118	Human herpesvirus 1
ERR2675626	NC_001806.2	100	99	27359757	Human herpesvirus 1
ERR2675627	NC_001806.2	100	99	21803899	Human herpesvirus 1
ERR2675628	NC_001806.2	100	99	7246658	Human herpesvirus 1
ERR2675629	NC_001806.2	100	99	9925750	Human herpesvirus 1
ERR2675630	NC_001806.2	100	99	13401431	Human herpesvirus 1
ERR2675631	NC_001806.2	89	99	809	Human herpesvirus 1
ERR2675632	NC_001806.2	100	97	1013	Human herpesvirus 1
ERR1474587	NC_001806.2	95	99	464	Human herpesvirus 1
ERR2675633	NC_001806.2	100	99	27343	Human herpesvirus 1
ERR2675634	NC_001806.2	62	98	358	Human herpesvirus 1
ERR2675635	NC_001806.2	100	98	6146	Human herpesvirus 1
ERR2675636	NC_001806.2	100	97	1386	Human herpesvirus 1
ERR2699811	NC_001806.2	100	98	5090	Human herpesvirus 1
ERR2708481	NC_001806.2	100	97	25985187	Human herpesvirus 1
ERR2699812	NC_001806.2	86	98	295	Human herpesvirus 1
ERR2699813	NC_001806.2	100	98	3526	Human herpesvirus 1
ERR2764807	NC_001806.2	100	99	10666	Human herpesvirus 1
ERR2764808	NC_001806.2	100	99	10550	Human herpesvirus 1
ERR2764809	NC_001806.2	100	99	10832	Human herpesvirus 1
ERR2764819	NC_001806.2	100	99	8828	Human herpesvirus 1
ERR2764820	NC_001806.2	100	99	8918	Human herpesvirus 1
ERR2764821	NC_001806.2	100	99	9253	Human herpesvirus 1
ERR2537913	NC_001806.2	99	99	373	Human herpesvirus 1
ERR3090683	NC_001806.2	68	100	228	Human herpesvirus 1
ERR3090704	NC_001806.2	56	99	162	Human herpesvirus 1
ERR3090748	NC_001806.2	100	99	1150	Human herpesvirus 1
ERR2765007	NC_001806.2	98	99	354	Human herpesvirus 1
ERR2765008	NC_001806.2	92	99	386	Human herpesvirus 1
ERR2765009	NC_001806.2	97	99	375	Human herpesvirus 1
ERR2765010	NC_001806.2	91	99	338	Human herpesvirus 1
ERR2765011	NC_001806.2	98	99	428	Human herpesvirus 1
ERR2765029	NC_001806.2	100	99	4750	Human herpesvirus 1
ERR2765030	NC_001806.2	100	99	4683	Human herpesvirus 1
ERR2765031	NC_001806.2	100	99	4619	Human herpesvirus 1
ERR2765041	NC_001806.2	100	99	2433	Human herpesvirus 1
ERR2765042	NC_001806.2	100	99	2379	Human herpesvirus 1
ERR2765043	NC_001806.2	100	99	2351	Human herpesvirus 1
ERR3180307	NC_001806.2	85	97	261	Human herpesvirus 1
ERR3180318	NC_001806.2	100	98	897	Human herpesvirus 1
ERR3209834	NC_001806.2	100	99	918	Human herpesvirus 1
ERR3209835	NC_001806.2	53	99	165	Human herpesvirus 1
ERR2765229	NC_001806.2	54	99	150	Human herpesvirus 1
ERR2765232	NC_001806.2	57	99	151	Human herpesvirus 1
ERR2765231	NC_001806.2	57	99	168	Human herpesvirus 1
ERR3209840	NC_001806.2	100	99	12856	Human herpesvirus 1
ERR3674499	NC_001806.2	100	98	413	Human herpesvirus 1
ERR3180393	NC_001806.2	81	98	268	Human herpesvirus 1
ERR3180404	NC_001806.2	100	98	808	Human herpesvirus 1
ERR3209845	NC_001806.2	100	99	2837	Human herpesvirus 1
ERR3209846	NC_001806.2	100	98	917	Human herpesvirus 1
ERR3316613	NC_001806.2	100	98	1397602	Human herpesvirus 1
ERR3316614	NC_001806.2	100	98	7766	Human herpesvirus 1
ERR3316615	NC_001806.2	100	98	1645354	Human herpesvirus 1
ERR3316616	NC_001806.2	100	98	350463	Human herpesvirus 1
ERR3316617	NC_001806.2	100	98	2176580	Human herpesvirus 1
ERR3316618	NC_001806.2	100	98	929380	Human herpesvirus 1
ERR3316619	NC_001806.2	100	98	3290608	Human herpesvirus 1
ERR3316621	NC_001806.2	100	98	2534614	Human herpesvirus 1
ERR3316620	NC_001806.2	100	98	32707	Human herpesvirus 1
ERR3316622	NC_001806.2	100	98	5458355	Human herpesvirus 1
ERR3316623	NC_001806.2	100	98	5758299	Human herpesvirus 1
ERR3316625	NC_001806.2	100	99	749511	Human herpesvirus 1
ERR3316624	NC_001806.2	100	98	21542	Human herpesvirus 1
ERR3316626	NC_001806.2	100	98	2333699	Human herpesvirus 1
ERR3316627	NC_001806.2	100	98	3121596	Human herpesvirus 1
ERR3316628	NC_001806.2	100	99	2034540	Human herpesvirus 1
ERR3316629	NC_001806.2	100	99	956925	Human herpesvirus 1
ERR3316630	NC_001806.2	100	99	550250	Human herpesvirus 1
ERR3316631	NC_001806.2	100	99	1317171	Human herpesvirus 1
ERR3316632	NC_001806.2	100	99	478578	Human herpesvirus 1
ERR3316633	NC_001806.2	100	98	521963	Human herpesvirus 1
ERR3316634	NC_001806.2	100	99	1144154	Human herpesvirus 1
ERR3316635	NC_001806.2	100	98	730701	Human herpesvirus 1
ERR3316637	NC_001806.2	100	99	183811	Human herpesvirus 1
ERR3316636	NC_001806.2	100	99	3627	Human herpesvirus 1
ERR3316638	NC_001806.2	100	99	5007	Human herpesvirus 1
ERR3316639	NC_001806.2	100	98	189217	Human herpesvirus 1
ERR3316640	NC_001806.2	100	99	62135	Human herpesvirus 1
ERR3674518	NC_001806.2	100	98	823	Human herpesvirus 1
ERR3775122	NC_001806.2	50	97	148	Human herpesvirus 1
ERR3209862	NC_001806.2	100	98	2399	Human herpesvirus 1
ERR3674530	NC_001806.2	100	98	696	Human herpesvirus 1
ERR710438	NC_001806.2	100	98	6742	Human herpesvirus 1
ERR589648	NC_001806.2	97	99	961	Human herpesvirus 1
ERR3178613	NC_001806.2	100	98	12061	Human herpesvirus 1
ERR3209885	NC_001806.2	100	98	1942	Human herpesvirus 1
ERR3178641	NC_001806.2	100	98	4577	Human herpesvirus 1
ERR3178666	NC_001806.2	100	98	377	Human herpesvirus 1
ERR3209888	NC_001806.2	100	98	615	Human herpesvirus 1
ERR589669	NC_001806.2	58	98	152	Human herpesvirus 1
ERR3178708	NC_001806.2	100	98	12497	Human herpesvirus 1
ERR3209890	NC_001806.2	100	98	500	Human herpesvirus 1
ERR3209760	NC_001806.2	100	99	1408	Human herpesvirus 1
ERR3178736	NC_001806.2	100	98	4483	Human herpesvirus 1
ERR3178761	NC_001806.2	94	98	354	Human herpesvirus 1
ERR3209763	NC_001806.2	100	98	1076	Human herpesvirus 1
ERR3674550	NC_001806.2	64	96	201	Human herpesvirus 1
ERR3209896	NC_001806.2	92	97	321	Human herpesvirus 1
ERR3209900	NC_001806.2	100	98	913	Human herpesvirus 1
ERR589713	NC_001806.2	100	99	20279	Human herpesvirus 1
SRR10018553	NC_001806.2	100	91	350	Human herpesvirus 1
ERR589720	NC_001806.2	100	99	2157	Human herpesvirus 1
ERR3209906	NC_001806.2	85	97	313	Human herpesvirus 1
SRR10425480	NC_001806.2	100	98	529	Human herpesvirus 1
SRR10425488	NC_001806.2	100	99	548	Human herpesvirus 1
ERR3180718	NC_001806.2	68	98	195	Human herpesvirus 1
ERR3209788	NC_001806.2	67	99	181	Human herpesvirus 1
ERR3674568	NC_001806.2	100	98	686	Human herpesvirus 1
ERR969498	NC_001806.2	52	98	163	Human herpesvirus 1
ERR3209799	NC_001806.2	91	99	385	Human herpesvirus 1
SRR10173262	NC_001806.2	100	99	12572	Human herpesvirus 1
SRR10181180	NC_001806.2	85	99	358	Human herpesvirus 1
SRR10060850	NC_001806.2	100	98	4561	Human herpesvirus 1
SRR10060851	NC_001806.2	100	98	5694	Human herpesvirus 1
SRR10060857	NC_001806.2	100	98	10660	Human herpesvirus 1
ERR3209806	NC_001806.2	83	98	256	Human herpesvirus 1
ERR3675723	NC_001806.2	100	98	413	Human herpesvirus 1
ERR3180804	NC_001806.2	71	97	205	Human herpesvirus 1
ERR976829	NC_001806.2	94	99	26416	Human herpesvirus 1
SRR10181231	NC_001806.2	100	99	696	Human herpesvirus 1
ERR3209931	NC_001806.2	100	98	27407	Human herpesvirus 1
ERR3209813	NC_001806.2	71	99	211	Human herpesvirus 1
ERR3209933	NC_001806.2	50	97	139	Human herpesvirus 1
SRR10255653	NC_001806.2	69	98	275	Human herpesvirus 1
SRR10255654	NC_001806.2	85	98	762	Human herpesvirus 1
SRR10255655	NC_001806.2	64	98	241	Human herpesvirus 1
ERR3209934	NC_001806.2	100	98	892	Human herpesvirus 1
ERR3209817	NC_001806.2	100	99	1117	Human herpesvirus 1
SRR10163166	NC_001806.2	80	98	1828	Human herpesvirus 1
SRR10163167	NC_001806.2	76	98	1698	Human herpesvirus 1
SRR10163168	NC_001806.2	96	98	2212	Human herpesvirus 1
SRR10163169	NC_001806.2	79	98	1524	Human herpesvirus 1
SRR10163170	NC_001806.2	79	98	1501	Human herpesvirus 1
SRR10163171	NC_001806.2	81	98	1460	Human herpesvirus 1
SRR10255658	NC_001806.2	60	98	248	Human herpesvirus 1
SRR10255660	NC_001806.2	59	98	276	Human herpesvirus 1
SRR10255662	NC_001806.2	88	98	578	Human herpesvirus 1
SRR10255665	NC_001806.2	94	98	475	Human herpesvirus 1
SRR10255667	NC_001806.2	53	98	230	Human herpesvirus 1
SRR10255668	NC_001806.2	84	98	558	Human herpesvirus 1
ERR3209935	NC_001806.2	100	98	2143	Human herpesvirus 1
ERR3209820	NC_001806.2	100	99	5367	Human herpesvirus 1
ERR3209936	NC_001806.2	100	98	464	Human herpesvirus 1
ERR3209937	NC_001806.2	100	98	1164	Human herpesvirus 1
ERR3209823	NC_001806.2	100	98	3004	Human herpesvirus 1
ERR3209938	NC_001806.2	64	98	154	Human herpesvirus 1
ERR3209939	NC_001806.2	60	98	173	Human herpesvirus 1
ERR3209825	NC_001806.2	100	98	293	Human herpesvirus 1
SRR10357044	NC_001806.2	93	98	774	Human herpesvirus 1
ERR3675742	NC_001806.2	100	98	818	Human herpesvirus 1
SRR10357045	NC_001806.2	100	98	11773293	Human herpesvirus 1
SRR10357048	NC_001806.2	100	98	1930	Human herpesvirus 1
SRR10357046	NC_001806.2	94	98	632	Human herpesvirus 1
SRR10357047	NC_001806.2	80	98	289	Human herpesvirus 1
SRR10357049	NC_001806.2	100	98	2523265	Human herpesvirus 1
SRR10357050	NC_001806.2	93	98	1077	Human herpesvirus 1
SRR10357051	NC_001806.2	62	98	227	Human herpesvirus 1
SRR10357052	NC_001806.2	89	98	1251	Human herpesvirus 1
ERR3209828	NC_001806.2	98	99	476	Human herpesvirus 1
SRR10357053	NC_001806.2	89	97	474	Human herpesvirus 1
ERR3209829	NC_001806.2	100	98	2721	Human herpesvirus 1
SRR10357055	NC_001806.2	100	98	7907396	Human herpesvirus 1
SRR10357057	NC_001806.2	84	98	428	Human herpesvirus 1
SRR10357058	NC_001806.2	100	98	2938275	Human herpesvirus 1
SRR10357060	NC_001806.2	86	98	435	Human herpesvirus 1
SRR10357061	NC_001806.2	99	98	1273	Human herpesvirus 1
SRR10357062	NC_001806.2	100	98	7857334	Human herpesvirus 1
ERR3209947	NC_001806.2	100	98	496	Human herpesvirus 1
ERR3209949	NC_001806.2	58	99	166	Human herpesvirus 1
