run_id	sequence_accession	score	percent_identity	n_reads	viral_name	BioSample
SRR8054493	NC_007605.1	97	100	96047	Epstein-Barr virus	SAMN10224665
SRR8054494	NC_007605.1	97	100	43322	Epstein-Barr virus	SAMN10224662
SRR8054495	NC_007605.1	97	100	40248	Epstein-Barr virus	SAMN10224663
SRR8054496	NC_007605.1	97	100	42363	Epstein-Barr virus	SAMN10224668
SRR8054497	NC_007605.1	97	100	42746	Epstein-Barr virus	SAMN10224669
SRR8054498	NC_007605.1	97	100	63928	Epstein-Barr virus	SAMN10224666
SRR8054499	NC_007605.1	97	100	76408	Epstein-Barr virus	SAMN10224667
SRR8054500	NC_007605.1	97	100	44486	Epstein-Barr virus	SAMN10224670
SRR8054501	NC_007605.1	97	100	492047	Epstein-Barr virus	SAMN10224671
SRR8054512	NC_007605.1	97	100	45771	Epstein-Barr virus	SAMN10224682
SRR8054513	NC_007605.1	97	100	52762	Epstein-Barr virus	SAMN10224681
SRR8054514	NC_007605.1	97	100	208328	Epstein-Barr virus	SAMN10224680
SRR8054515	NC_007605.1	97	100	116343	Epstein-Barr virus	SAMN10224675
SRR8054516	NC_007605.1	97	100	106035	Epstein-Barr virus	SAMN10224674
SRR8054517	NC_007605.1	97	100	464764	Epstein-Barr virus	SAMN10224673
SRR8054518	NC_007605.1	97	100	480220	Epstein-Barr virus	SAMN10224672
SRR8054519	NC_007605.1	97	100	213620	Epstein-Barr virus	SAMN10224679
SRR8054520	NC_007605.1	97	100	33831	Epstein-Barr virus	SAMN10224678
SRR8054521	NC_007605.1	97	100	38423	Epstein-Barr virus	SAMN10224677
SRR8054522	NC_007605.1	97	100	113524	Epstein-Barr virus	SAMN10224676
SRR8069690	NC_001348.1	95	98	1016	Varicella-zoster virus	SAMN10251234
SRR8069691	NC_001348.1	100	99	6835448	Varicella-zoster virus	SAMN10251233
SRR8069692	NC_001348.1	84	98	795	Varicella-zoster virus	SAMN10251232
SRR8069693	NC_001348.1	99	99	1900	Varicella-zoster virus	SAMN10251231
SRR8086658	NC_007605.1	100	99	21485	Epstein-Barr virus	SAMN10268804
SRR8086659	NC_007605.1	100	99	19950	Epstein-Barr virus	SAMN10268803
SRR8086660	NC_007605.1	100	99	18403	Epstein-Barr virus	SAMN10268802
SRR8086661	NC_007605.1	100	99	16696	Epstein-Barr virus	SAMN10268801
SRR8086662	NC_007605.1	100	99	15792	Epstein-Barr virus	SAMN10268800
SRR8086663	NC_007605.1	100	99	16255	Epstein-Barr virus	SAMN10268799
SRR8086664	NC_007605.1	97	100	14285	Epstein-Barr virus	SAMN10268798
SRR8086665	NC_007605.1	97	100	14547	Epstein-Barr virus	SAMN10268797
SRR8086666	NC_007605.1	97	100	12396	Epstein-Barr virus	SAMN10268796
SRR8086667	NC_007605.1	97	100	18918	Epstein-Barr virus	SAMN10268795
SRR8086668	NC_007605.1	97	100	13331	Epstein-Barr virus	SAMN10268794
SRR8086669	NC_007605.1	97	100	14807	Epstein-Barr virus	SAMN10268793
SRR8098451	NC_001405.1	89	98	766	Human adenovirus	SAMN10267025
SRR8098452	NC_001405.1	93	97	1142	Human adenovirus	SAMN10267037
SRR8098453	NC_001405.1	92	98	751	Human adenovirus	SAMN10267035
SRR8104571	NC_007605.1	100	99	41072	Epstein-Barr virus	SAMN10287946
SRR8104572	NC_007605.1	100	99	50686	Epstein-Barr virus	SAMN10287945
SRR8107700	NC_009333.1	100	100	64892	Human herpesvirus 8	SAMN10290107
SRR8107701	NC_009333.1	100	99	54028	Human herpesvirus 8	SAMN10290106
SRR8107702	NC_009333.1	100	100	110941	Human herpesvirus 8	SAMN10290105
SRR8107703	NC_009333.1	100	99	87852	Human herpesvirus 8	SAMN10290104
SRR8107704	NC_009333.1	100	99	162932	Human herpesvirus 8	SAMN10290103
SRR8107705	NC_009333.1	100	99	244688	Human herpesvirus 8	SAMN10290102
SRR8107706	NC_009333.1	100	99	39503	Human herpesvirus 8	SAMN10290101
SRR8107707	NC_009333.1	100	99	111010	Human herpesvirus 8	SAMN10290100
SRR8110052	NC_001405.1	66	98	565	Human adenovirus	SAMN10291422
SRR8110054	NC_001405.1	100	98	1900	Human adenovirus	SAMN10291420
SRR8133529	NC_007605.1	91	99	35146	Epstein-Barr virus	SAMN10346274
SRR8133532	NC_007605.1	55	99	19197	Epstein-Barr virus	SAMN10346266
SRR8133533	NC_007605.1	65	99	29283	Epstein-Barr virus	SAMN10346267
SRR8133534	NC_007605.1	88	99	23682	Epstein-Barr virus	SAMN10346272
SRR8133535	NC_007605.1	87	99	15768	Epstein-Barr virus	SAMN10346273
SRR8133536	NC_007605.1	84	99	17690	Epstein-Barr virus	SAMN10346270
SRR8133537	NC_007605.1	87	99	26827	Epstein-Barr virus	SAMN10346271
SRR8134496	NC_007605.1	98	99	28339	Epstein-Barr virus	SAMN10347788
SRR8134497	NC_007605.1	97	100	33143	Epstein-Barr virus	SAMN10347787
SRR8134497	NC_006273.2	72	99	594	Human cytomegalovirus	SAMN10347787
SRR8134498	NC_007605.1	98	99	90473	Epstein-Barr virus	SAMN10347786
SRR8134499	NC_007605.1	97	100	135706	Epstein-Barr virus	SAMN10347785
SRR8134499	NC_006273.2	100	99	1910	Human cytomegalovirus	SAMN10347785
SRR8134500	NC_007605.1	98	99	167039	Epstein-Barr virus	SAMN10347784
SRR8134501	NC_007605.1	97	100	189803	Epstein-Barr virus	SAMN10347783
SRR8134501	NC_006273.2	78	99	586	Human cytomegalovirus	SAMN10347783
SRR8134502	NC_007605.1	98	99	102545	Epstein-Barr virus	SAMN10347782
SRR8134503	NC_007605.1	97	100	120276	Epstein-Barr virus	SAMN10347781
SRR8134503	NC_006273.2	75	99	628	Human cytomegalovirus	SAMN10347781
SRR8134504	NC_007605.1	98	99	145530	Epstein-Barr virus	SAMN10347780
SRR8134505	NC_007605.1	98	100	265001	Epstein-Barr virus	SAMN10347844
SRR8134505	NC_006273.2	74	99	520	Human cytomegalovirus	SAMN10347844
SRR8140572	NC_007605.1	100	100	184975	Epstein-Barr virus	SAMN10354805
SRR8140580	NC_007605.1	98	100	38083	Epstein-Barr virus	SAMN10354807
SRR8140581	NC_007605.1	100	99	90660	Epstein-Barr virus	SAMN10354806
SRR8140582	NC_007605.1	98	100	81011	Epstein-Barr virus	SAMN10354817
SRR8140583	NC_007605.1	98	100	125106	Epstein-Barr virus	SAMN10354816
SRR8140584	NC_007605.1	100	100	115761	Epstein-Barr virus	SAMN10354813
SRR8140585	NC_007605.1	100	99	122054	Epstein-Barr virus	SAMN10354812
SRR8140586	NC_007605.1	100	99	112888	Epstein-Barr virus	SAMN10354815
SRR8140587	NC_007605.1	100	99	328742	Epstein-Barr virus	SAMN10354814
SRR8140588	NC_007605.1	100	99	373466	Epstein-Barr virus	SAMN10354809
SRR8140589	NC_007605.1	98	100	85124	Epstein-Barr virus	SAMN10354808
SRR8140590	NC_007605.1	100	100	77044	Epstein-Barr virus	SAMN10354811
SRR8140591	NC_007605.1	95	100	72733	Epstein-Barr virus	SAMN10354810
SRR8140592	NC_007605.1	100	99	48073	Epstein-Barr virus	SAMN10354831
SRR8140593	NC_007605.1	100	99	78051	Epstein-Barr virus	SAMN10354830
SRR8140594	NC_007605.1	100	99	101561	Epstein-Barr virus	SAMN10354829
SRR8140595	NC_007605.1	100	99	49018	Epstein-Barr virus	SAMN10354828
SRR8140596	NC_007605.1	100	99	1266426	Epstein-Barr virus	SAMN10354818
SRR8140597	NC_007605.1	92	99	59253	Epstein-Barr virus	SAMN10354819
SRR8140598	NC_007605.1	100	100	78053	Epstein-Barr virus	SAMN10354820
SRR8140599	NC_007605.1	100	99	132661	Epstein-Barr virus	SAMN10354821
SRR8140600	NC_007605.1	100	99	1253935	Epstein-Barr virus	SAMN10354822
SRR8140601	NC_007605.1	100	100	66373	Epstein-Barr virus	SAMN10354823
SRR8140602	NC_007605.1	100	100	132045	Epstein-Barr virus	SAMN10354824
SRR8140603	NC_007605.1	100	100	145640	Epstein-Barr virus	SAMN10354825
SRR8140604	NC_007605.1	100	100	41224	Epstein-Barr virus	SAMN10354826
SRR8140605	NC_007605.1	100	99	306599	Epstein-Barr virus	SAMN10354827
SRR8149142	NC_010277.2	58	100	6118	Merkel cell polyomavirus	SAMN10366622
SRR8149145	NC_010277.2	61	100	16518	Merkel cell polyomavirus	SAMN10366625
SRR8149147	NC_010277.2	68	99	8718	Merkel cell polyomavirus	SAMN10366619
SRR8149149	NC_010277.2	58	99	5522	Merkel cell polyomavirus	SAMN10366611
SRR8149152	NC_010277.2	59	100	5272	Merkel cell polyomavirus	SAMN10366612
SRR8159670	NC_001348.1	100	99	11717	Varicella-zoster virus	SAMN10380626
SRR8159671	NC_001348.1	100	99	5817	Varicella-zoster virus	SAMN10380625
SRR816285	NC_007605.1	98	99	41344	Epstein-Barr virus	SAMN00009222
SRR816286	NC_007605.1	97	100	43323	Epstein-Barr virus	SAMN00009226
SRR816287	NC_007605.1	97	100	28478	Epstein-Barr virus	SAMN00000917
SRR816288	NC_007605.1	97	100	78300	Epstein-Barr virus	SAMN00001060
SRR816289	NC_007605.1	98	99	18946	Epstein-Barr virus	SAMN00000558
SRR8176938	NC_006273.2	76	97	262	Human cytomegalovirus	SAMN10396859
SRR8179263	NC_006273.2	71	97	882	Human cytomegalovirus	SAMN10406079
SRR8186006	NC_000883.2	79	98	256	Human parvovirus B19	SAMN10415332
SRR8186007	NC_000883.2	100	98	842	Human parvovirus B19	SAMN10415331
SRR8210425	NC_007605.1	100	99	89217	Epstein-Barr virus	SAMN10453393
SRR8210426	NC_007605.1	100	99	76384	Epstein-Barr virus	SAMN10453392
SRR8210427	NC_007605.1	100	99	939718	Epstein-Barr virus	SAMN10453391
SRR8210428	NC_007605.1	100	99	5180712	Epstein-Barr virus	SAMN10453390
SRR8250727	NC_007605.1	50	100	3675	Epstein-Barr virus	SAMN10488180
SRR8250732	NC_007605.1	58	100	4045	Epstein-Barr virus	SAMN10488220
SRR8250736	NC_007605.1	51	100	1814	Epstein-Barr virus	SAMN10488216
SRR8250742	NC_007605.1	52	99	790	Epstein-Barr virus	SAMN10488136
SRR8250754	NC_007605.1	54	100	6645	Epstein-Barr virus	SAMN10488169
SRR8263745	NC_001806.2	55	100	608	Human herpesvirus 1	SAMN10501578
SRR8263746	NC_001806.2	88	100	38422	Human herpesvirus 1	SAMN10501565
SRR826663	NC_001405.1	85	99	447	Human adenovirus	SAMN02009264
SRR8272056	NC_007605.1	95	99	951	Epstein-Barr virus	SAMN10517248
SRR8281333	NC_001716.2	61	98	216	Human herpesvirus 7	SAMN10522069
SRR8281343	NC_001716.2	100	99	1475	Human herpesvirus 7	SAMN10522086
SRR8281388	NC_001716.2	58	99	192	Human herpesvirus 7	SAMN10522054
SRR8281395	NC_001716.2	72	98	320	Human herpesvirus 7	SAMN10522047
SRR8281404	NC_006273.2	99	97	1746	Human cytomegalovirus	SAMN10522120
SRR8281409	NC_007605.1	54	99	20844	Epstein-Barr virus	SAMN10522007
SRR8281432	NC_006273.2	100	97	4718	Human cytomegalovirus	SAMN10521984
SRR8281437	NC_007605.1	55	99	7541	Epstein-Barr virus	SAMN10522039
SRR8281446	NC_006273.2	93	97	1014	Human cytomegalovirus	SAMN10522030
SRR8281449	NC_007605.1	50	99	10212	Epstein-Barr virus	SAMN10522027
SRR8281449	NC_006273.2	100	97	1376	Human cytomegalovirus	SAMN10522027
SRR8281453	NC_006273.2	100	97	11876	Human cytomegalovirus	SAMN10522023
SRR8281455	NC_001806.2	100	98	13014	Human herpesvirus 1	SAMN10522021
SRR8281456	NC_006273.2	100	98	1824	Human cytomegalovirus	SAMN10522020
SRR8283596	NC_001405.1	68	96	304	Human adenovirus	SAMN10524678
SRR8283597	NC_001405.1	92	98	34560	Human adenovirus	SAMN10524677
SRR8291066	NC_007605.1	100	98	164737	Epstein-Barr virus	SAMN10532543
SRR8310190	NC_006273.2	100	98	3844	Human cytomegalovirus	SAMN10574484
SRR8310191	NC_006273.2	100	98	6632	Human cytomegalovirus	SAMN10574483
SRR8310192	NC_006273.2	100	98	2650	Human cytomegalovirus	SAMN10574487
SRR8310983	NC_007605.1	55	99	312	Epstein-Barr virus	SAMN10579037
SRR8310984	NC_007605.1	57	99	359	Epstein-Barr virus	SAMN10579037
SRR8310985	NC_007605.1	66	99	743	Epstein-Barr virus	SAMN10579036
SRR8310986	NC_007605.1	68	99	735	Epstein-Barr virus	SAMN10579036
SRR8310987	NC_007605.1	84	99	1501	Epstein-Barr virus	SAMN10579035
SRR8310988	NC_007605.1	81	99	1425	Epstein-Barr virus	SAMN10579035
SRR8310989	NC_007605.1	51	99	313	Epstein-Barr virus	SAMN10579034
SRR8310990	NC_007605.1	56	99	328	Epstein-Barr virus	SAMN10579034
SRR8310997	NC_007605.1	59	99	452	Epstein-Barr virus	SAMN10579029
SRR8310998	NC_007605.1	53	99	439	Epstein-Barr virus	SAMN10579029
SRR8310999	NC_007605.1	57	99	477	Epstein-Barr virus	SAMN10579028
SRR8311000	NC_007605.1	64	99	453	Epstein-Barr virus	SAMN10579028
SRR8311005	NC_007605.1	60	99	579	Epstein-Barr virus	SAMN10579025
SRR8311006	NC_007605.1	71	99	542	Epstein-Barr virus	SAMN10579025
SRR8311007	NC_007605.1	74	99	1082	Epstein-Barr virus	SAMN10579022
SRR8311008	NC_007605.1	72	99	1084	Epstein-Barr virus	SAMN10579022
SRR8311011	NC_007605.1	96	99	4365	Epstein-Barr virus	SAMN10579020
SRR8311012	NC_007605.1	100	99	4301	Epstein-Barr virus	SAMN10579020
SRR8311013	NC_007605.1	58	99	380	Epstein-Barr virus	SAMN10579019
SRR8311014	NC_007605.1	59	99	381	Epstein-Barr virus	SAMN10579019
SRR8311015	NC_007605.1	54	99	363	Epstein-Barr virus	SAMN10579018
SRR8311016	NC_007605.1	58	99	327	Epstein-Barr virus	SAMN10579018
SRR8311017	NC_007605.1	75	99	816	Epstein-Barr virus	SAMN10579024
SRR8311018	NC_007605.1	67	99	842	Epstein-Barr virus	SAMN10579024
SRR8311019	NC_007605.1	90	99	2123	Epstein-Barr virus	SAMN10579023
SRR8311020	NC_007605.1	93	99	2032	Epstein-Barr virus	SAMN10579023
SRR8311021	NC_007605.1	75	99	769	Epstein-Barr virus	SAMN10579017
SRR8311022	NC_007605.1	68	99	819	Epstein-Barr virus	SAMN10579017
SRR8311023	NC_007605.1	93	99	2379	Epstein-Barr virus	SAMN10579016
SRR8311024	NC_007605.1	96	99	2477	Epstein-Barr virus	SAMN10579016
SRR8311025	NC_007605.1	96	99	3335	Epstein-Barr virus	SAMN10579015
SRR8311026	NC_007605.1	96	99	3478	Epstein-Barr virus	SAMN10579015
SRR8311027	NC_007605.1	87	99	1772	Epstein-Barr virus	SAMN10579054
SRR8311028	NC_007605.1	87	99	1923	Epstein-Barr virus	SAMN10579054
SRR8311031	NC_007605.1	65	99	620	Epstein-Barr virus	SAMN10579052
SRR8311032	NC_007605.1	65	99	692	Epstein-Barr virus	SAMN10579052
SRR8311035	NC_007605.1	65	99	575	Epstein-Barr virus	SAMN10579050
SRR8311036	NC_007605.1	67	99	614	Epstein-Barr virus	SAMN10579050
SRR8311037	NC_007605.1	69	99	695	Epstein-Barr virus	SAMN10579049
SRR8311038	NC_007605.1	69	99	720	Epstein-Barr virus	SAMN10579049
SRR8311041	NC_007605.1	75	99	1509	Epstein-Barr virus	SAMN10579047
SRR8311042	NC_007605.1	81	99	1601	Epstein-Barr virus	SAMN10579047
SRR8311043	NC_007605.1	99	99	3208	Epstein-Barr virus	SAMN10579046
SRR8311044	NC_007605.1	100	99	3272	Epstein-Barr virus	SAMN10579046
SRR8311045	NC_007605.1	77	99	1339	Epstein-Barr virus	SAMN10579045
SRR8311046	NC_007605.1	80	99	1319	Epstein-Barr virus	SAMN10579045
SRR8311047	NC_007605.1	87	99	2703	Epstein-Barr virus	SAMN10579044
SRR8311048	NC_007605.1	90	99	2920	Epstein-Barr virus	SAMN10579044
SRR8311051	NC_007605.1	61	99	444	Epstein-Barr virus	SAMN10579042
SRR8311052	NC_007605.1	60	99	423	Epstein-Barr virus	SAMN10579042
SRR8311053	NC_007605.1	64	99	604	Epstein-Barr virus	SAMN10579041
SRR8311054	NC_007605.1	68	99	663	Epstein-Barr virus	SAMN10579041
SRR8311055	NC_007605.1	66	99	550	Epstein-Barr virus	SAMN10579040
SRR8311056	NC_007605.1	63	99	550	Epstein-Barr virus	SAMN10579040
SRR8311057	NC_007605.1	68	99	713	Epstein-Barr virus	SAMN10579039
SRR8311058	NC_007605.1	67	99	792	Epstein-Barr virus	SAMN10579039
SRR8311059	NC_007605.1	93	99	2666	Epstein-Barr virus	SAMN10579038
SRR8311060	NC_007605.1	96	99	2781	Epstein-Barr virus	SAMN10579038
SRR8315681	NC_001806.2	100	99	7968	Human herpesvirus 1	SAMN10589710
SRR8315682	NC_001806.2	100	99	7032	Human herpesvirus 1	SAMN10589709
SRR8315683	NC_001806.2	100	99	81088	Human herpesvirus 1	SAMN10589708
SRR8315684	NC_001806.2	100	99	38870	Human herpesvirus 1	SAMN10589707
SRR8315685	NC_001806.2	100	98	1320	Human herpesvirus 1	SAMN10589706
SRR8315686	NC_001806.2	98	99	1163	Human herpesvirus 1	SAMN10589705
SRR8315687	NC_001806.2	100	99	6699	Human herpesvirus 1	SAMN10589704
SRR8315688	NC_001806.2	100	99	7451	Human herpesvirus 1	SAMN10589703
SRR8315689	NC_001806.2	100	99	724285	Human herpesvirus 1	SAMN10589702
SRR8315689	NC_001798.2	76	98	2708	Human herpesvirus 2	SAMN10589702
SRR8315690	NC_001806.2	100	99	1651312	Human herpesvirus 1	SAMN10589760
SRR8315690	NC_001798.2	79	98	7007	Human herpesvirus 2	SAMN10589760
SRR8315691	NC_006560.1	58	90	366	Cercopithecine herpesvirus	SAMN10589759
SRR8315691	NC_001806.2	100	99	7170055	Human herpesvirus 1	SAMN10589759
SRR8315691	NC_001798.2	100	97	23526	Human herpesvirus 2	SAMN10589759
SRR8315692	NC_001806.2	100	99	4329424	Human herpesvirus 1	SAMN10589758
SRR8315692	NC_001798.2	99	97	14365	Human herpesvirus 2	SAMN10589758
SRR8315693	NC_001806.2	100	99	18579	Human herpesvirus 1	SAMN10589757
SRR8315695	NC_001806.2	100	98	1228	Human herpesvirus 1	SAMN10589756
SRR8315696	NC_001806.2	99	98	1412	Human herpesvirus 1	SAMN10589755
SRR8315697	NC_001806.2	99	98	1347	Human herpesvirus 1	SAMN10589754
SRR8315699	NC_001806.2	100	96	6473	Human herpesvirus 1	SAMN10589752
SRR8315700	NC_001806.2	100	96	56906	Human herpesvirus 1	SAMN10589715
SRR8315709	NC_001806.2	93	98	5832	Human herpesvirus 1	SAMN10589718
SRR8315710	NC_001806.2	93	98	5962	Human herpesvirus 1	SAMN10589718
SRR8315711	NC_001806.2	100	97	3935	Human herpesvirus 1	SAMN10589717
SRR8315712	NC_001806.2	90	99	5182	Human herpesvirus 1	SAMN10589717
SRR8315713	NC_001806.2	100	98	81375	Human herpesvirus 1	SAMN10589716
SRR8315714	NC_001806.2	100	98	75535	Human herpesvirus 1	SAMN10589716
SRR8315715	NC_001806.2	100	97	73282	Human herpesvirus 1	SAMN10589749
SRR8315716	NC_001806.2	100	98	114462	Human herpesvirus 1	SAMN10589749
SRR8315723	NC_001806.2	64	97	3006	Human herpesvirus 1	SAMN10589745
SRR8315724	NC_001806.2	76	97	3292	Human herpesvirus 1	SAMN10589745
SRR8315725	NC_001806.2	100	96	315137	Human herpesvirus 1	SAMN10589744
SRR8315726	NC_001806.2	100	97	422460	Human herpesvirus 1	SAMN10589744
SRR8315726	NC_001798.2	51	91	436	Human herpesvirus 2	SAMN10589744
SRR8315727	NC_001806.2	100	97	526327	Human herpesvirus 1	SAMN10589743
SRR8315728	NC_001806.2	100	98	612203	Human herpesvirus 1	SAMN10589743
SRR8315729	NC_001806.2	100	96	2183299	Human herpesvirus 1	SAMN10589742
SRR8315729	NC_001798.2	92	92	3647	Human herpesvirus 2	SAMN10589742
SRR8315730	NC_001806.2	100	97	3071241	Human herpesvirus 1	SAMN10589742
SRR8315730	NC_001798.2	97	94	4105	Human herpesvirus 2	SAMN10589742
SRR8315731	NC_001806.2	100	97	3961027	Human herpesvirus 1	SAMN10589741
SRR8315731	NC_001798.2	90	93	4941	Human herpesvirus 2	SAMN10589741
SRR8315732	NC_001806.2	100	98	5429511	Human herpesvirus 1	SAMN10589741
SRR8315732	NC_001798.2	90	95	5407	Human herpesvirus 2	SAMN10589741
SRR8318954	NC_001405.1	71	99	114221	Human adenovirus	SAMN10593390
SRR8322180	NC_009333.1	100	100	425306	Human herpesvirus 8	SAMN10598001
SRR8322181	NC_009333.1	100	99	425713	Human herpesvirus 8	SAMN10598001
SRR8322182	NC_009333.1	100	100	422981	Human herpesvirus 8	SAMN10598001
SRR8322183	NC_009333.1	100	100	423227	Human herpesvirus 8	SAMN10598001
SRR8322184	NC_009333.1	100	100	394798	Human herpesvirus 8	SAMN10598024
SRR8322185	NC_009333.1	100	99	396409	Human herpesvirus 8	SAMN10598024
SRR8322186	NC_009333.1	100	100	391032	Human herpesvirus 8	SAMN10598024
SRR8322187	NC_009333.1	100	100	392648	Human herpesvirus 8	SAMN10598024
SRR8322188	NC_009333.1	100	100	408217	Human herpesvirus 8	SAMN10598023
SRR8322189	NC_009333.1	100	99	410037	Human herpesvirus 8	SAMN10598023
SRR8322190	NC_009333.1	100	100	404578	Human herpesvirus 8	SAMN10598023
SRR8322191	NC_009333.1	100	100	406238	Human herpesvirus 8	SAMN10598023
SRR8322192	NC_009333.1	100	100	852395	Human herpesvirus 8	SAMN10598022
SRR8322193	NC_009333.1	100	99	859506	Human herpesvirus 8	SAMN10598022
SRR8322194	NC_009333.1	100	100	844549	Human herpesvirus 8	SAMN10598022
SRR8322195	NC_009333.1	100	100	850145	Human herpesvirus 8	SAMN10598022
SRR8322196	NC_009333.1	100	100	877793	Human herpesvirus 8	SAMN10598021
SRR8322197	NC_009333.1	100	99	882423	Human herpesvirus 8	SAMN10598021
SRR8322198	NC_009333.1	100	100	868595	Human herpesvirus 8	SAMN10598021
SRR8322199	NC_009333.1	100	100	875895	Human herpesvirus 8	SAMN10598021
SRR8322200	NC_009333.1	100	100	781957	Human herpesvirus 8	SAMN10598020
SRR8322201	NC_009333.1	100	99	785956	Human herpesvirus 8	SAMN10598020
SRR8322202	NC_009333.1	100	100	778798	Human herpesvirus 8	SAMN10598020
SRR8322203	NC_009333.1	100	100	781719	Human herpesvirus 8	SAMN10598020
SRR8322204	NC_009333.1	100	100	2227342	Human herpesvirus 8	SAMN10598019
SRR8322205	NC_009333.1	100	99	2239363	Human herpesvirus 8	SAMN10598019
SRR8322206	NC_009333.1	100	100	2220827	Human herpesvirus 8	SAMN10598019
SRR8322207	NC_009333.1	100	100	2223351	Human herpesvirus 8	SAMN10598019
SRR8322208	NC_009333.1	100	100	2290189	Human herpesvirus 8	SAMN10598018
SRR8322209	NC_009333.1	100	99	2300052	Human herpesvirus 8	SAMN10598018
SRR8322210	NC_009333.1	100	100	2273798	Human herpesvirus 8	SAMN10598018
SRR8322211	NC_009333.1	100	100	2280240	Human herpesvirus 8	SAMN10598018
SRR8322212	NC_009333.1	100	100	2266701	Human herpesvirus 8	SAMN10598017
SRR8322213	NC_009333.1	100	99	2280602	Human herpesvirus 8	SAMN10598017
SRR8322214	NC_009333.1	100	100	2251706	Human herpesvirus 8	SAMN10598017
SRR8322215	NC_009333.1	100	100	2261173	Human herpesvirus 8	SAMN10598017
SRR8322216	NC_009333.1	100	100	5872486	Human herpesvirus 8	SAMN10598016
SRR8322217	NC_009333.1	100	99	5900393	Human herpesvirus 8	SAMN10598016
SRR8322218	NC_009333.1	100	100	5810856	Human herpesvirus 8	SAMN10598016
SRR8322219	NC_009333.1	100	100	5852883	Human herpesvirus 8	SAMN10598016
SRR8322220	NC_009333.1	100	100	5110010	Human herpesvirus 8	SAMN10598015
SRR8322221	NC_009333.1	100	99	5135183	Human herpesvirus 8	SAMN10598015
SRR8322222	NC_009333.1	100	100	5088318	Human herpesvirus 8	SAMN10598015
SRR8322223	NC_009333.1	100	100	5088469	Human herpesvirus 8	SAMN10598015
SRR8322224	NC_009333.1	100	100	5909066	Human herpesvirus 8	SAMN10598014
SRR8322225	NC_009333.1	100	99	5943604	Human herpesvirus 8	SAMN10598014
SRR8322226	NC_009333.1	100	100	5863585	Human herpesvirus 8	SAMN10598014
SRR8322227	NC_009333.1	100	100	5902715	Human herpesvirus 8	SAMN10598014
SRR8334031	NC_007605.1	100	98	12620	Epstein-Barr virus	SAMN10604677
SRR8334032	NC_007605.1	100	98	19277	Epstein-Barr virus	SAMN10604676
SRR8334033	NC_007605.1	100	99	27515	Epstein-Barr virus	SAMN10604675
SRR8334034	NC_007605.1	99	98	23080	Epstein-Barr virus	SAMN10604702
SRR8334035	NC_007605.1	99	98	8885	Epstein-Barr virus	SAMN10604701
SRR8334036	NC_007605.1	99	98	9822	Epstein-Barr virus	SAMN10604700
SRR8334037	NC_007605.1	100	99	16987	Epstein-Barr virus	SAMN10604699
SRR8334038	NC_007605.1	95	99	14653	Epstein-Barr virus	SAMN10604698
SRR834940	NC_007605.1	100	99	19940	Epstein-Barr virus	SAMN02056254
SRR834941	NC_007605.1	100	99	21339	Epstein-Barr virus	SAMN02056254
SRR834942	NC_007605.1	100	99	19964	Epstein-Barr virus	SAMN02056255
SRR834943	NC_007605.1	100	99	25382	Epstein-Barr virus	SAMN02056255
SRR834961	NC_007605.1	97	99	7986	Epstein-Barr virus	SAMN02056267
SRR834962	NC_007605.1	100	99	6895	Epstein-Barr virus	SAMN02056268
SRR834963	NC_007605.1	97	99	7169	Epstein-Barr virus	SAMN02056269
SRR8363100	NC_007605.1	100	99	20622	Epstein-Barr virus	SAMN10624709
SRR8363101	NC_007605.1	100	99	17881	Epstein-Barr virus	SAMN10624707
SRR8363102	NC_007605.1	100	99	46219	Epstein-Barr virus	SAMN10624704
SRR8363103	NC_007605.1	100	99	40710	Epstein-Barr virus	SAMN10624702
SRR8363104	NC_007605.1	100	99	31267	Epstein-Barr virus	SAMN10624700
SRR8363105	NC_007605.1	100	99	40694	Epstein-Barr virus	SAMN10624698
SRR8363106	NC_007605.1	100	99	130086	Epstein-Barr virus	SAMN10624696
SRR8363107	NC_007605.1	100	99	112907	Epstein-Barr virus	SAMN10624732
SRR8374994	NC_001405.1	99	98	782776	Human adenovirus	SAMN10656423
SRR8374995	NC_001405.1	100	98	157185	Human adenovirus	SAMN10656422
SRR8374996	NC_001405.1	99	98	1874253	Human adenovirus	SAMN10656421
SRR8374997	NC_001405.1	97	98	551474	Human adenovirus	SAMN10656420
SRR8374998	NC_001405.1	100	98	837549	Human adenovirus	SAMN10656419
SRR8374999	NC_001405.1	100	98	322143	Human adenovirus	SAMN10656418
SRR8375000	NC_001405.1	100	98	1600329	Human adenovirus	SAMN10656417
SRR8375001	NC_001405.1	99	98	1601984	Human adenovirus	SAMN10656416
SRR8375002	NC_001405.1	100	97	5760194	Human adenovirus	SAMN10656415
SRR8375003	NC_001405.1	100	98	3090482	Human adenovirus	SAMN10656414
SRR8375004	NC_001405.1	100	98	18961414	Human adenovirus	SAMN10656413
SRR8375005	NC_001405.1	100	98	14283590	Human adenovirus	SAMN10656412
SRR837794	NC_007605.1	97	100	17317	Epstein-Barr virus	SAMN02116957
SRR837795	NC_007605.1	97	100	43422	Epstein-Barr virus	SAMN02116958
SRR837796	NC_007605.1	97	100	31251	Epstein-Barr virus	SAMN02116959
SRR837797	NC_007605.1	97	100	8204	Epstein-Barr virus	SAMN02116960
SRR837798	NC_007605.1	98	100	15708	Epstein-Barr virus	SAMN02116961
